Number,Name,,Type 1,Type 2,HP,Atk,Def,SpA,SpD,Spe,Total,Ability 1,Ability 2,Ability 3,Quick Guard,Wide Guard,Follow Me,Rage Powder,Ally Switch,Aurora Veil,Thunder Wave,Nuzzle,Will-o-Wisp,Snarl,Struggle Bug,Breaking Swipe,Haze,Tailwind,Trick Room,Electroweb,Icy Wind,Bulldoze,Helping Hand,Reflect,Light Screen,Sucker Punch,Fake Out,Aqua Jet,Shadow Sneak,Vacuum Wave,Quick Attack,E-Speed,Bullet Punch,Ice Shard,Mach Punch,Accelerock,Water Shuriken,Sleep Powder,Spore,Yawn,Taunt,Points
678,Meowstic-M,,Psychic,,74,48,76,83,81,104,466,Keen Eye,Infiltrator,Prankster,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30
679,Honedge,,Steel,Ghost,45,80,100,35,37,28,325,No Guard,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
680,Doublade,,Steel,Ghost,59,110,150,45,49,35,448,No Guard,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
681,Aegislash,,Steel,Ghost,60,50,140,50,140,60,500,Stance Change,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
682,Spritzee,,Fairy,,78,52,60,63,65,23,341,Healer,,Aroma Veil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
683,Aromatisse,,Fairy,,101,72,72,99,89,29,462,Healer,,Aroma Veil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
684,Swirlix,,Fairy,,62,48,66,59,57,49,341,Sweet Veil,,Unburden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
685,Slurpuff,,Fairy,,82,80,86,85,75,72,480,Sweet Veil,,Unburden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
686,Inkay,,Dark,Psychic,53,54,53,37,46,45,288,Contrary,Suction Cups,Infiltrator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
687,Malamar,,Dark,Psychic,86,92,88,68,75,73,482,Contrary,Suction Cups,Infiltrator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
688,Binacle,,Rock,Water,42,52,67,39,56,50,306,Sniper,Tough Claws,Pickpocket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
689,Barbaracle,,Rock,Water,72,105,115,54,86,68,500,Sniper,Tough Claws,Pickpocket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
690,Skrelp,,Poison,Water,50,60,60,60,60,30,320,Poison Point,Poison Touch,Adaptability,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
691,Dragalge,,Poison,Dragon,65,75,90,97,123,44,494,Poison Point,Poison Touch,Adaptability,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
692,Clauncher,,Water,,50,53,62,58,63,44,330,Mega Launcher,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
693,Clawitzer,,Water,,71,73,88,120,89,59,500,Mega Launcher,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
694,Helioptile,,Electric,Normal,44,38,33,61,43,70,289,Dry Skin,Sand Veil,Solar Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
695,Heliolisk,,Electric,Normal,62,55,52,109,94,109,481,Dry Skin,Sand Veil,Solar Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
696,Tyrunt,,Rock,Dragon,58,89,77,45,45,48,362,Strong Jaw,,Sturdy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
697,Tyrantrum,,Rock,Dragon,82,121,119,69,59,71,521,Strong Jaw,,Rock Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
698,Amaura,,Rock,Ice,77,59,50,67,63,46,362,Refrigerate,,Snow Warning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
699,Aurorus,,Rock,Ice,123,77,72,99,92,58,521,Refrigerate,,Snow Warning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
700,Sylveon,,Fairy,,95,65,65,110,130,60,525,Cute Charm,,Pixilate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,30
701,Hawlucha,,Fighting,Flying,78,92,75,74,63,118,500,Limber,Unburden,Mold Breaker,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
702,Dedenne,,Electric,Fairy,67,58,57,81,67,101,431,Cheek Pouch,Pickup,Plus,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
703,Carbink,,Rock,Fairy,50,50,150,50,150,50,500,Clear Body,,Sturdy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
704,Goomy,,Dragon,,45,50,35,55,75,40,300,Sap Sipper,Hydration,Gooey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
705,Sliggoo,,Dragon,,68,75,53,83,113,60,452,Sap Sipper,Hydration,Gooey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
706,Goodra,,Dragon,,90,100,70,110,150,80,600,Sap Sipper,Hydration,Gooey,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
707,Klefki,,Steel,Fairy,57,80,91,80,87,75,470,Prankster,,Magician,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
708,Phantump,,Ghost,Grass,43,70,48,50,60,38,309,Natural Cure,Frisk,Harvest,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
709,Trevenant,,Ghost,Grass,85,110,76,65,82,56,474,Natural Cure,Frisk,Harvest,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
710,Pumpkaboo,,Ghost,Grass,49,66,70,44,55,51,335,Pickup,Frisk,Insomnia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
711,Gourgeist,,Ghost,Grass,55,85,122,58,75,99,494,Pickup,Frisk,Insomnia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
712,Bergmite,,Ice,,55,69,85,32,35,28,304,Own Tempo,Ice Body,Sturdy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
713,Avalugg,,Ice,,95,117,184,44,46,28,514,Own Tempo,Ice Body,Sturdy,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
714,Noibat,,Dragon,Flying,40,30,35,45,40,55,245,Frisk,Infiltrator,Telepathy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
715,Noivern,,Dragon,Flying,85,70,80,97,80,123,535,Frisk,Infiltrator,Telepathy,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25
716,Xerneas,,Fairy,,126,131,95,131,98,99,680,Fairy Aura,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
717,Yveltal,,Dark,Flying,126,131,95,131,98,99,680,Dark Aura,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
718,Zygarde,,Dragon,Ground,108,100,121,81,95,95,600,Aura Break,Power Construct,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
718-10,Zygarde-10%,,Dragon,Ground,54,100,71,61,85,115,486,Aura Break,Power Construct,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
718-c,Zygarde-Complete,,Dragon,Ground,216,100,121,91,95,85,708,Power Construct,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
719,Diancie,,Rock,Fairy,50,100,150,100,150,50,600,Clear Body,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
719-m,Mega Diancie,,Rock,Fairy,50,160,110,160,110,110,700,Magic Bounce,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
720,Hoopa,,Psychic,Ghost,80,110,60,150,130,70,600,Magician,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
720-u,Hoopa-Unbound,,Psychic,Dark,80,160,60,170,130,80,680,Magician,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
721,Volcanion,,Fire,Water,80,110,120,130,90,70,600,Water Absorb,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
722,Rowlet,,Grass,Flying,68,55,55,50,50,42,320,Overgrow,,Long Reach,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
723,Dartrix,,Grass,Flying,78,75,75,70,70,52,420,Overgrow,,Long Reach,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
724,Decidueye,,Grass,Ghost,78,107,75,100,100,70,530,Overgrow,,Long Reach,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
725,Litten,,Fire,,45,65,40,60,40,70,320,Blaze,,Intimidate,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
726,Torracat,,Fire,,65,85,50,80,50,90,420,Blaze,,Intimidate,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
727,Incineroar,,Fire,Dark,95,115,90,80,90,60,530,Blaze,,Intimidate,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70
728,Popplio,,Water,,50,54,54,66,56,40,320,Torrent,,Liquid Voice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
729,Brionne,,Water,,60,69,69,91,81,50,420,Torrent,,Liquid Voice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
730,Primarina,,Water,Fairy,80,74,74,126,116,60,530,Torrent,,Liquid Voice,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40
731,Pikipek,,Normal,Flying,35,75,30,30,30,65,265,Keen Eye,Skill Link,Pickup,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
732,Trumbeak,,Normal,Flying,55,85,50,40,50,75,355,Keen Eye,Skill Link,Pickup,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
733,Toucannon,,Normal,Flying,80,120,75,75,75,60,485,Keen Eye,Skill Link,Sheer Force,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
734,Yungoos,,Normal,,48,70,30,30,30,45,253,Stakeout,Strong Jaw,Adaptability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
735,Gumshoos,,Normal,,88,110,60,55,60,45,418,Stakeout,Strong Jaw,Adaptability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
736,Grubbin,,Bug,,47,62,45,55,45,46,300,Swarm,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
737,Charjabug,,Bug,Electric,57,82,95,55,75,36,400,Battery,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
738,Vikavolt,,Bug,Electric,77,70,90,145,75,43,500,Levitate,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
739,Crabrawler,,Fighting,,47,82,57,42,47,63,338,Hyper Cutter,Iron Fist,Anger Point,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
740,Crabominable,,Fighting,Ice,97,132,77,62,67,43,478,Hyper Cutter,Iron Fist,Anger Point,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
741,Oricorio-Baile,,Flying,Fire,75,70,70,98,70,93,476,Dancer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
741-p,Oricorio-Pom-Pom,,Flying,Electric,75,70,70,98,70,93,476,Dancer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
741-pau,Oricorio-Pa'u,,Flying,Psychic,75,70,70,98,70,93,476,Dancer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
741-s,Oricorio-Sensu,,Flying,Ghost,75,70,70,98,70,93,476,Dancer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
742,Cutiefly,,Bug,Fairy,40,45,40,55,40,84,304,Honey Gather,Shield Dust,Sweet Veil,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
743,Ribombee,,Bug,Fairy,60,55,60,95,70,124,464,Honey Gather,Shield Dust,Sweet Veil,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
744,Rockruff,,Rock,,45,65,40,30,40,60,280,Keen Eye,Vital Spirit,Steadfast,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
745,Lycanroc-Midday,,Rock,,75,115,65,55,65,112,487,Keen Eye,Sand Rush,Steadfast,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,25
745-d,Lycanroc-Dusk,,Rock,,75,117,65,55,65,110,487,Tough Claws,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10
745-m,Lycanroc-Midnight,,Rock,,85,115,75,55,75,82,487,Keen Eye,Vital Spirit,No Guard,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
746,Wishiwashi,,Water,,45,20,20,25,25,40,175,Schooling,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
747,Mareanie,,Poison,Water,50,53,62,43,52,45,305,Merciless,Limber,Regenerator,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
748,Toxapex,,Poison,Water,50,63,152,53,142,35,495,Merciless,Limber,Regenerator,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
749,Mudbray,,Ground,,70,100,70,45,55,45,385,Own Tempo,Stamina,Inner Focus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
750,Mudsdale,,Ground,,100,125,100,55,85,35,500,Own Tempo,Stamina,Inner Focus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
751,Dewpider,,Water,Bug,38,40,52,40,72,27,269,Water Bubble,,Water Absorb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
752,Araquanid,,Water,Bug,68,70,92,50,132,42,454,Water Bubble,,Water Absorb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
753,Fomantis,,Grass,,40,55,35,50,35,35,250,Leaf Guard,,Contrary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
754,Lurantis,,Grass,,70,105,90,80,90,45,480,Leaf Guard,,Contrary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
755,Morelull,,Grass,Fairy,40,35,55,65,75,15,285,Illuminate,Effect Spore,Rain Dish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
756,Shiinotic,,Grass,Fairy,60,45,80,90,100,30,405,Illuminate,Effect Spore,Rain Dish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
757,Salandit,,Poison,Fire,48,44,40,71,40,77,320,Corrosion,,Oblivious,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
758,Salazzle,,Poison,Fire,68,64,60,111,60,117,480,Corrosion,,Oblivious,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
759,Stufful,,Normal,Fighting,70,75,50,45,50,50,340,Fluffy,Klutz,Cute Charm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
760,Bewear,,Normal,Fighting,120,125,80,55,60,60,500,Fluffy,Klutz,Unnerve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
761,Bounsweet,,Grass,,42,30,38,30,38,32,210,Leaf Guard,Oblivious,Sweet Veil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
762,Steenee,,Grass,,52,40,48,40,48,62,290,Leaf Guard,Oblivious,Sweet Veil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
763,Tsareena,,Grass,,72,120,98,50,98,72,510,Leaf Guard,Queenly Majesty,Sweet Veil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25
764,Comfey,,Fairy,,51,52,90,82,110,100,485,Flower Veil,Triage,Natural Cure,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
765,Oranguru,,Normal,Psychic,90,60,80,90,110,60,490,Inner Focus,Telepathy,Symbiosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25
766,Passimian,,Fighting,,100,120,90,40,60,80,490,Receiver,,Defiant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,10
767,Wimpod,,Bug,Water,25,35,40,20,30,80,230,Wimp Out,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
768,Golisopod,,Bug,Water,75,125,140,60,90,40,530,Emergency Exit,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
769,Sandygast,,Ghost,Ground,55,55,80,70,45,15,320,Water Compaction,,Sand Veil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
770,Palossand,,Ghost,Ground,85,75,110,100,75,35,480,Water Compaction,,Sand Veil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
771,Pyukumuku,,Water,,55,60,130,30,130,5,410,Innards Out,,Unaware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
772,Type: Null,,Normal,,95,95,95,95,95,59,534,Battle Armor,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
773,Silvally,,RKS,,95,95,95,95,95,95,570,RKS System,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
774,Minior,,Rock,Flying,60,60,100,60,100,60,440,Shields Down,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
775,Komala,,Normal,,65,115,65,75,95,65,480,Comatose,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
776,Turtonator,,Fire,Dragon,60,78,135,91,85,36,485,Shell Armor,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
777,Togedemaru,,Electric,Steel,65,98,63,40,73,96,435,Iron Barbs,Lightning Rod,Sturdy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
778,Mimikyu,,Ghost,Fairy,55,90,80,50,105,96,476,Disguise,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,40
779,Bruxish,,Water,Psychic,68,105,70,70,70,92,475,Dazzling,Strong Jaw,Wonder Skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5
